GISJOIN,YEAR,NATION,NATIONA,AREANAME,CENCNTY,CBD,SEA,CEB001,CEB002,CEB003,CEB004,CEB005,CEB006,CEB007,CEB008,CEB009,CEB010,CEB011,CEB012,CEB013,CEB014,CEB015,CEB016,CEB017,CEB018
"G1","1970","United States","1","United States",,,,86720987,10748316,388691,271300,228565,189498,53556,42809,268470,91027988,11831973,404039,319990,206497,153562,53204,54118,248363
