GISJOIN,YEAR,STUSAB,NATION,NATIONA,AIANCC,CMSA,COUSUBCC,PLACECC,PLACEDC,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,EUY001,EUY002,EUY003,EUY004,EUY005
"G1","1990","US","United States","1",,,,,,"9159116046","0650039293","United States","A","+43603781","-108100560",,199686070,29986060,1959234,7273662,9804847
