GISJOIN,YEAR,NATION,NATIONA,AREANAME,STATEICP,COUNTYICP,B5S001,B5S002,B5S003,B5S004,B5S005,B5S006,B5S007,B5S008,B5S009,B5S010,B5S011,B5S012,B5S013,B5S014
"G1","1960","United States","1","United States","100","0",78367152,9113408,263369,224828,135549,112286,114905,80464584,9758424,260222,239504,101743,64024,103182
